0_lat,0_location,0_lon,demographics-life_ex,demographics-median_inc,demographics-pct_50plus,demographics-pct_65plus,demographics-pct_africa,demographics-pct_asian,demographics-pct_disabi,demographics-pct_hispan,demographics-pct_povert,demographics-total_popu,engagement-broadband cost and speed,"engagement-cultural, arts, and entertainment institutions",engagement-opportunity for civic involvement,engagement-social involvement index,environment-air quality index,environment-drinking water quality,environment-local industrial pollution,environment-near-roadway pollution,health-access to exercise opportunities,health-health professional shortage areas,health-obesity prevalence,health-preventable hospitalization rate,health-tobacco use,livability-engagement,livability-environment,livability-health,livability-housing,livability-neighborhood,livability-opportunity,livability-transportation,neighborhood-access to grocery stores,neighborhood-access to libraries,neighborhood-access to parks,neighborhood-activity density,neighborhood-automobile accessibility,neighborhood-crime rates,neighborhood-diversity of destinations,neighborhood-transit accessibility,neighborhood-vacancy rate,opportunity-age diversity,opportunity-high school graduation rate,opportunity-income inequality,opportunity-jobs/worker,transportation-ADA-accessible stations and vehicles,transportation-congestion,transportation-crash rates,transportation-frequency of local transit service,transportation-household transportation costs,transportation-speed limits,transportation-walk trips
33.8491816,"Redondo Beach, Los Angeles, CA",-118.3884078,81,127128,31,11,0,18,9,8,7,2122,0.000 percent,0.269 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,63.200 percent,97.600 percent,0.000 priority score,19.700 percent,"27.062 discharges / 1,000 Medicare enrollees",10.400 percent,31,18,82,33,79,62,71,3.000 stores and markets,1.000 libraries,2.000 parks,16146.000 jobs + people / sq. mi.,155344.000 jobs,"259.000 crimes / 10,000 people",0.878 diversity score (0-1 scale),12363.000 jobs,6.800 percent,0.940 relative diversity,95.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,3.721 fatal crashes,20.333 buses and trains,11769.000 dollars,27.590 miles per hour,1.180 trips
33.9891116,"South LA, Los Angeles, CA",-118.2914872,81,41667,29,7,29,1,9,65,19,2358,76.700 percent,0.197 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,50.900 percent,97.600 percent,0.000 priority score,36.500 percent,"45.202 discharges / 1,000 Medicare enrollees",22.300 percent,44,20,49,54,67,44,68,11.000 stores and markets,0.000 libraries,0.000 parks,20356.000 jobs + people / sq. mi.,322411.000 jobs,"259.000 crimes / 10,000 people",0.758 diversity score (0-1 scale),35321.000 jobs,9.800 percent,0.926 relative diversity,72.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,7.024 fatal crashes,80.000 buses and trains,10838.000 dollars,28.450 miles per hour,0.860 trips
33.8358492,"Torrance, Los Angeles, CA",-118.3406288,81,105737,34,20,0,40,9,16,0,770,50.300 percent,0.143 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,84.600 percent,97.600 percent,0.000 priority score,18.100 percent,"27.062 discharges / 1,000 Medicare enrollees",10.900 percent,38,14,83,20,82,66,54,1.000 stores and markets,1.000 libraries,1.000 parks,7592.000 jobs + people / sq. mi.,278318.000 jobs,"259.000 crimes / 10,000 people",0.843 diversity score (0-1 scale),21166.000 jobs,0.000 percent,0.887 relative diversity,99.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.346 fatal crashes,0.000 buses and trains,12813.000 dollars,28.550 miles per hour,0.940 trips
33.9850469,"Venice, Los Angeles, CA",-118.4694832,81,88494,21,9,20,18,9,18,10,700,0.000 percent,0.512 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,20.400 percent,"27.818 discharges / 1,000 Medicare enrollees",9.900 percent,41,42,83,42,74,35,84,7.000 stores and markets,1.000 libraries,1.000 parks,11802.000 jobs + people / sq. mi.,144204.000 jobs,"259.000 crimes / 10,000 people",0.674 diversity score (0-1 scale),7952.000 jobs,20.600 percent,0.734 relative diversity,79.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.705 fatal crashes,116.000 buses and trains,9938.000 dollars,25.990 miles per hour,1.420 trips
34.0900091,"West Hollywood, Los Angeles, CA",-118.3617443,81,40125,40,27,0,15,9,6,18,684,80.500 percent,0.299 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,55.400 percent,97.600 percent,0.000 priority score,21.200 percent,"45.202 discharges / 1,000 Medicare enrollees",13.400 percent,49,19,66,58,66,38,88,13.000 stores and markets,0.000 libraries,0.000 parks,19992.000 jobs + people / sq. mi.,190740.000 jobs,"259.000 crimes / 10,000 people",0.861 diversity score (0-1 scale),41788.000 jobs,20.700 percent,0.737 relative diversity,82.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.803 fatal crashes,148.000 buses and trains,8504.000 dollars,31.610 miles per hour,1.910 trips
34.0412085,"West Los Angeles, Los Angeles, CA",-118.442596,81,63430,32,17,4,36,9,27,11,1615,0.000 percent,0.398 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.00057240000000000000 air toxicity index,64.600 percent,97.600 percent,0.000 priority score,17.300 percent,"45.202 discharges / 1,000 Medicare enrollees",11.400 percent,37,14,71,37,72,45,58,6.000 stores and markets,0.000 libraries,1.000 parks,15312.000 jobs + people / sq. mi.,398700.000 jobs,"259.000 crimes / 10,000 people",0.934 diversity score (0-1 scale),10640.000 jobs,10.400 percent,0.802 relative diversity,88.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.800 fatal crashes,50.333 buses and trains,10723.000 dollars,47.470 miles per hour,1.190 trips
34.0635016,"Westwood, Los Angeles, CA",-118.4455164,81,67250,21,6,0,12,9,0,14,421,0.000 percent,0.419 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,23.100 percent,97.600 percent,0.000 priority score,16.400 percent,"45.202 discharges / 1,000 Medicare enrollees",9.200 percent,38,25,74,43,78,33,94,9.000 stores and markets,1.000 libraries,2.000 parks,42841.000 jobs + people / sq. mi.,329873.000 jobs,"259.000 crimes / 10,000 people",0.702 diversity score (0-1 scale),34005.000 jobs,39.900 percent,0.553 relative diversity,88.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.668 fatal crashes,608.000 buses and trains,9018.000 dollars,26.350 miles per hour,1.640 trips
34.0597117,"Wilshire Center - Koreatown, Los Angeles, CA",-118.3008918,81,35563,19,7,2,28,9,62,31,3192,33.400 percent,0.207 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,22.600 percent,"45.202 discharges / 1,000 Medicare enrollees",17.400 percent,40,42,61,69,84,34,96,28.000 stores and markets,1.000 libraries,1.000 parks,105022.000 jobs + people / sq. mi.,296516.000 jobs,"259.000 crimes / 10,000 people",0.842 diversity score (0-1 scale),85586.000 jobs,12.700 percent,0.790 relative diversity,72.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,6.011 fatal crashes,247.000 buses and trains,7158.000 dollars,25.000 miles per hour,1.500 trips
25.9564812,"Aventura, Miami, FL",-80.1392121,81,37070,27,14,9,2,10,23,18,975,27.300 percent,0.245 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,50.700 percent,98.900 percent,0.000 priority score,20.700 percent,"71.407 discharges / 1,000 Medicare enrollees",16.200 percent,38,46,59,67,63,27,59,8.000 stores and markets,0.000 libraries,2.000 parks,22139.000 jobs + people / sq. mi.,169668.000 jobs,"466.000 crimes / 10,000 people",0.651 diversity score (0-1 scale),9826.000 jobs,34.200 percent,0.627 relative diversity,89.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,8.775 fatal crashes,37.000 buses and trains,10389.000 dollars,32.740 miles per hour,1.000 trips
26.345078,"Boca Del Mar, Miami, FL",-80.1467115,81,52163,54,39,0,8,12,16,5,2270,26.200 percent,0.193 institutions,4.228 organizations,1.021 involvement index,1.667 days,5.600 percent,0.0000000000000000000000000000 air toxicity index,22.400 percent,97.700 percent,0.000 priority score,21.500 percent,"40.137 discharges / 1,000 Medicare enrollees",18.200 percent,55,42,62,64,49,32,38,1.000 stores and markets,0.000 libraries,0.000 parks,2736.000 jobs + people / sq. mi.,119508.000 jobs,"343.000 crimes / 10,000 people",0.838 diversity score (0-1 scale),0.000 jobs,18.700 percent,0.664 relative diversity,92.000 percent,0.515 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,10.329 fatal crashes,0.000 buses and trains,11885.000 dollars,32.720 miles per hour,0.730 trips
26.3683064,"Boca Raton, Miami, FL",-80.1289321,81,137222,43,19,0,7,12,1,2,1021,47.500 percent,0.217 institutions,4.228 organizations,1.021 involvement index,1.667 days,5.600 percent,0.0000000000000000000000000000 air toxicity index,34.700 percent,97.700 percent,0.000 priority score,19.400 percent,"40.137 discharges / 1,000 Medicare enrollees",10.800 percent,58,40,71,25,47,55,34,0.000 stores and markets,0.000 libraries,0.000 parks,3477.000 jobs + people / sq. mi.,97715.000 jobs,"343.000 crimes / 10,000 people",0.814 diversity score (0-1 scale),0.000 jobs,9.100 percent,0.983 relative diversity,90.000 percent,0.515 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,11.342 fatal crashes,0.000 buses and trains,13764.000 dollars,33.090 miles per hour,0.760 trips
25.7601793,"Brickell, Miami, FL",-80.1958755,81,19856,60,15,0,0,10,100,0,248,0.000 percent,0.221 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.900 percent,14.000 priority score,31.100 percent,"71.407 discharges / 1,000 Medicare enrollees",19.100 percent,29,68,41,74,65,17,78,16.000 stores and markets,0.000 libraries,4.000 parks,20029.000 jobs + people / sq. mi.,191148.000 jobs,"466.000 crimes / 10,000 people",0.749 diversity score (0-1 scale),31665.000 jobs,66.000 percent,0.657 relative diversity,72.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,9.991 fatal crashes,173.000 buses and trains,8092.000 dollars,27.550 miles per hour,1.240 trips
26.1269953,"Central Fort Lauderdale, Miami, FL",-80.14395209999999,80,31531,24,8,62,0,11,1,35,1222,6.600 percent,0.243 institutions,4.075 organizations,1.021 involvement index,1.000 days,15.200 percent,0.0000000000000000000000000000 air toxicity index,38.200 percent,99.500 percent,13.000 priority score,39.300 percent,"51.549 discharges / 1,000 Medicare enrollees",29.700 percent,55,38,37,93,71,62,68,8.000 stores and markets,1.000 libraries,0.000 parks,7555.000 jobs + people / sq. mi.,183560.000 jobs,"352.000 crimes / 10,000 people",0.879 diversity score (0-1 scale),25669.000 jobs,10.900 percent,0.949 relative diversity,94.000 percent,0.479 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,15.825 fatal crashes,106.000 buses and trains,9414.000 dollars,29.090 miles per hour,1.270 trips
25.7491968,"Coral Gables, Miami, FL",-80.2635411,81,53500,30,15,0,8,10,56,13,1829,14.500 percent,0.199 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,33.200 percent,98.900 percent,14.000 priority score,20.700 percent,"71.407 discharges / 1,000 Medicare enrollees",16.200 percent,36,49,50,53,76,32,74,7.000 stores and markets,1.000 libraries,3.000 parks,11815.000 jobs + people / sq. mi.,186759.000 jobs,"466.000 crimes / 10,000 people",0.776 diversity score (0-1 scale),23252.000 jobs,10.600 percent,0.798 relative diversity,85.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,8.589 fatal crashes,56.000 buses and trains,9445.000 dollars,26.830 miles per hour,1.390 trips
26.1368598,"East Fort Lauderdale, Miami, FL",-80.11287329999999,80,64091,64,36,0,0,11,10,6,865,33.300 percent,0.338 institutions,4.075 organizations,1.021 involvement index,1.000 days,15.200 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.500 percent,0.000 priority score,22.300 percent,"51.549 discharges / 1,000 Medicare enrollees",13.000 percent,63,57,69,54,59,43,45,4.000 stores and markets,0.000 libraries,1.000 parks,8414.000 jobs + people / sq. mi.,67781.000 jobs,"352.000 crimes / 10,000 people",0.631 diversity score (0-1 scale),5650.000 jobs,39.000 percent,0.684 relative diversity,94.000 percent,0.479 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,15.279 fatal crashes,0.000 buses and trains,10719.000 dollars,28.350 miles per hour,0.840 trips
25.8012185,"Edgewater, Miami, FL",-80.1898026,81,28542,26,10,21,0,10,72,20,1727,27.100 percent,0.201 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.000032610000000000000000 air toxicity index,52.500 percent,98.900 percent,15.000 priority score,31.500 percent,"71.407 discharges / 1,000 Medicare enrollees",21.100 percent,37,43,38,80,61,30,69,10.000 stores and markets,0.000 libraries,1.000 parks,13228.000 jobs + people / sq. mi.,168366.000 jobs,"466.000 crimes / 10,000 people",0.328 diversity score (0-1 scale),42055.000 jobs,15.400 percent,0.877 relative diversity,72.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,12.555 fatal crashes,260.000 buses and trains,8692.000 dollars,30.610 miles per hour,0.980 trips
25.7794289,"Flamingo - Lummus, Miami, FL",-80.1351217,81,32150,27,12,14,0,10,45,14,422,0.000 percent,0.428 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.900 percent,0.000 priority score,27.200 percent,"59.728 discharges / 1,000 Medicare enrollees",17.100 percent,35,68,56,84,63,22,86,21.000 stores and markets,0.000 libraries,2.000 parks,17167.000 jobs + people / sq. mi.,102889.000 jobs,"466.000 crimes / 10,000 people",0.626 diversity score (0-1 scale),17691.000 jobs,41.300 percent,0.704 relative diversity,77.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,8.746 fatal crashes,171.000 buses and trains,8538.000 dollars,28.870 miles per hour,2.280 trips
25.9752834,"Hallandale Beach, Miami, FL",-80.1430967,80,30145,26,6,32,0,11,23,12,1132,0.000 percent,0.250 institutions,4.075 organizations,1.021 involvement index,1.000 days,15.200 percent,0.0000000000000000000000000000 air toxicity index,34.300 percent,99.500 percent,17.000 priority score,24.200 percent,"54.439 discharges / 1,000 Medicare enrollees",17.700 percent,47,37,55,68,74,40,69,5.000 stores and markets,1.000 libraries,1.000 parks,6100.000 jobs + people / sq. mi.,163901.000 jobs,"352.000 crimes / 10,000 people",0.798 diversity score (0-1 scale),7362.000 jobs,9.800 percent,0.687 relative diversity,91.000 percent,0.479 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,8.793 fatal crashes,49.333 buses and trains,9528.000 dollars,32.330 miles per hour,1.520 trips
26.0086787,"Hollywood, Miami, FL",-80.1170355,80,44347,84,39,2,1,11,4,24,822,5.000 percent,0.350 institutions,4.075 organizations,1.021 involvement index,1.000 days,15.200 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.500 percent,0.000 priority score,22.300 percent,"54.439 discharges / 1,000 Medicare enrollees",11.700 percent,58,57,73,65,57,28,64,0.000 stores and markets,1.000 libraries,0.000 parks,14981.000 jobs + people / sq. mi.,100929.000 jobs,"352.000 crimes / 10,000 people",0.588 diversity score (0-1 scale),5650.000 jobs,48.200 percent,0.496 relative diversity,86.000 percent,0.479 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,8.047 fatal crashes,11.667 buses and trains,9799.000 dollars,25.000 miles per hour,0.870 trips
26.9148264,"Jupiter, Miami, FL",-80.0927329,81,134191,89,68,0,2,12,1,4,1520,49.800 percent,0.181 institutions,4.228 organizations,1.021 involvement index,1.667 days,5.600 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.700 percent,0.000 priority score,21.500 percent,"41.408 discharges / 1,000 Medicare enrollees",18.200 percent,57,59,68,50,41,19,37,1.000 stores and markets,0.000 libraries,0.000 parks,1253.000 jobs + people / sq. mi.,47455.000 jobs,"343.000 crimes / 10,000 people",0.478 diversity score (0-1 scale),0.000 jobs,43.400 percent,0.289 relative diversity,92.000 percent,0.515 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,7.964 fatal crashes,0.000 buses and trains,13082.000 dollars,32.900 miles per hour,0.700 trips
25.7616798,"Miami, Miami, FL",-80.1917902,81,107474,18,1,0,24,10,49,4,734,19.100 percent,0.228 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,78.100 percent,98.900 percent,0.000 priority score,23.200 percent,"71.407 discharges / 1,000 Medicare enrollees",11.600 percent,38,41,62,53,70,18,90,12.000 stores and markets,0.000 libraries,5.000 parks,111347.000 jobs + people / sq. mi.,156215.000 jobs,"466.000 crimes / 10,000 people",0.750 diversity score (0-1 scale),30030.000 jobs,28.500 percent,0.665 relative diversity,72.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,9.925 fatal crashes,113.000 buses and trains,7325.000 dollars,26.890 miles per hour,2.290 trips
25.760429,"Miami Financial District, Miami, FL",-80.1928937,81,118750,38,4,0,0,10,72,6,289,0.000 percent,0.227 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,80.900 percent,98.900 percent,14.000 priority score,22.000 percent,"71.407 discharges / 1,000 Medicare enrollees",11.400 percent,29,41,54,53,76,11,87,12.000 stores and markets,0.000 libraries,3.000 parks,32752.000 jobs + people / sq. mi.,170501.000 jobs,"466.000 crimes / 10,000 people",0.743 diversity score (0-1 scale),33636.000 jobs,0.000 percent,0.493 relative diversity,72.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,9.519 fatal crashes,87.333 buses and trains,8284.000 dollars,28.720 miles per hour,2.670 trips
26.231677,"Pompano Beach, Miami, FL",-80.090693,80,43942,66,34,9,1,11,20,17,1477,13.600 percent,0.327 institutions,4.075 organizations,1.021 involvement index,1.000 days,15.200 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.500 percent,0.000 priority score,20.800 percent,"51.549 discharges / 1,000 Medicare enrollees",11.000 percent,58,57,72,74,62,20,66,2.000 stores and markets,1.000 libraries,0.000 parks,5434.000 jobs + people / sq. mi.,107153.000 jobs,"352.000 crimes / 10,000 people",0.779 diversity score (0-1 scale),6615.000 jobs,47.400 percent,0.431 relative diversity,77.000 percent,0.479 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,13.314 fatal crashes,35.333 buses and trains,9788.000 dollars,26.870 miles per hour,1.220 trips
26.7492959,"Villages of Palm Beach Lakes, Miami, FL",-80.1018959,81,74151,32,17,30,3,12,9,10,2394,27.800 percent,0.175 institutions,4.228 organizations,1.021 involvement index,1.667 days,5.600 percent,0.0000000000000000000000000000 air toxicity index,6.700 percent,97.700 percent,11.000 priority score,23.200 percent,"51.145 discharges / 1,000 Medicare enrollees",16.700 percent,54,48,52,58,47,25,38,1.000 stores and markets,0.000 libraries,0.000 parks,4563.000 jobs + people / sq. mi.,65531.000 jobs,"343.000 crimes / 10,000 people",0.649 diversity score (0-1 scale),0.000 jobs,19.900 percent,0.786 relative diversity,72.000 percent,0.515 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,11.403 fatal crashes,0.000 buses and trains,12093.000 dollars,33.380 miles per hour,0.840 trips
25.8008684,"Wellington, Miami, FL",-80.1997203,81,15966,31,8,61,0,10,53,39,634,0.000 percent,0.190 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,32.200 percent,98.900 percent,15.000 priority score,42.900 percent,"71.407 discharges / 1,000 Medicare enrollees",31.600 percent,27,49,25,91,62,28,61,6.000 stores and markets,0.000 libraries,4.000 parks,5494.000 jobs + people / sq. mi.,177310.000 jobs,"466.000 crimes / 10,000 people",0.501 diversity score (0-1 scale),33356.000 jobs,30.200 percent,0.850 relative diversity,72.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,12.308 fatal crashes,117.000 buses and trains,8504.000 dollars,35.850 miles per hour,0.860 trips
25.7560648,"West Miami, Miami, FL",-80.29567109999999,81,26660,41,18,0,0,10,93,34,1605,9.500 percent,0.188 institutions,3.573 organizations,0.913 involvement index,1.333 days,0.700 percent,0.0000000000000000000000000000 air toxicity index,24.600 percent,98.900 percent,11.000 priority score,20.700 percent,"71.407 discharges / 1,000 Medicare enrollees",16.200 percent,33,51,52,48,80,48,65,4.000 stores and markets,1.000 libraries,2.000 parks,9376.000 jobs + people / sq. mi.,170977.000 jobs,"466.000 crimes / 10,000 people",0.859 diversity score (0-1 scale),9320.000 jobs,0.000 percent,0.957 relative diversity,89.000 percent,0.526 coefficient,0.713 jobs / worker,75.900 percent,33.438 hours,8.765 fatal crashes,28.333 buses and trains,11232.000 dollars,26.590 miles per hour,1.230 trips
40.7258428,"Alphabet City, New York, NY",-73.9774916,82,49681,34,19,18,6,10,38,12,2837,82.900 percent,0.128 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000002200000000000000000 air toxicity index,13.300 percent,98.400 percent,11.000 priority score,24.400 percent,"36.662 discharges / 1,000 Medicare enrollees",18.800 percent,57,33,57,78,96,24,95,34.000 stores and markets,1.000 libraries,4.000 parks,77806.000 jobs + people / sq. mi.,402417.000 jobs,"222.000 crimes / 10,000 people",0.905 diversity score (0-1 scale),141643.000 jobs,0.000 percent,0.866 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.720 fatal crashes,399.000 buses and trains,8085.000 dollars,26.060 miles per hour,1.430 trips
40.7643574,"Astoria, New York, NY",-73.92346189999999,81,32981,26,11,0,18,10,32,16,956,82.900 percent,0.123 institutions,3.633 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,95.500 percent,17.000 priority score,22.200 percent,"51.179 discharges / 1,000 Medicare enrollees",14.700 percent,39,58,54,44,81,38,93,74.000 stores and markets,0.000 libraries,0.000 parks,87772.000 jobs + people / sq. mi.,335065.000 jobs,"222.000 crimes / 10,000 people",0.812 diversity score (0-1 scale),161672.000 jobs,0.000 percent,0.763 relative diversity,64.000 percent,0.449 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.611 fatal crashes,151.000 buses and trains,8460.000 dollars,26.840 miles per hour,1.740 trips
40.6848689,"Boerum Hill, New York, NY",-73.9844722,80,110000,33,6,7,3,10,6,4,773,100.000 percent,0.133 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,19.000 priority score,19.200 percent,"50.240 discharges / 1,000 Medicare enrollees",11.900 percent,46,69,49,20,82,46,94,60.000 stores and markets,1.000 libraries,1.000 parks,45641.000 jobs + people / sq. mi.,264461.000 jobs,"223.000 crimes / 10,000 people",0.432 diversity score (0-1 scale),196794.000 jobs,11.800 percent,0.934 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.679 fatal crashes,549.000 buses and trains,9059.000 dollars,27.320 miles per hour,1.620 trips
40.6957755,"Bushwick, New York, NY",-73.9170604,80,36316,30,10,6,4,10,91,38,1256,100.000 percent,0.114 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,19.000 priority score,30.200 percent,"50.240 discharges / 1,000 Medicare enrollees",19.700 percent,45,69,35,69,85,52,94,75.000 stores and markets,1.000 libraries,1.000 parks,90143.000 jobs + people / sq. mi.,105605.000 jobs,"223.000 crimes / 10,000 people",0.651 diversity score (0-1 scale),66368.000 jobs,3.000 percent,0.978 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.859 fatal crashes,276.000 buses and trains,8616.000 dollars,25.000 miles per hour,1.470 trips
40.6795331,"Carroll Gardens, New York, NY",-73.9991637,80,146181,17,15,0,0,10,6,5,715,48.300 percent,0.135 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,14.800 percent,96.800 percent,0.000 priority score,18.400 percent,"50.240 discharges / 1,000 Medicare enrollees",12.500 percent,40,54,62,20,82,36,89,30.000 stores and markets,1.000 libraries,3.000 parks,73425.000 jobs + people / sq. mi.,320787.000 jobs,"223.000 crimes / 10,000 people",0.276 diversity score (0-1 scale),137909.000 jobs,12.800 percent,0.809 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.604 fatal crashes,149.000 buses and trains,8631.000 dollars,26.790 miles per hour,1.400 trips
40.694731,"Central Brooklyn, New York, NY",-73.919271,80,25691,29,15,46,0,10,79,37,1354,100.000 percent,0.114 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,19.000 priority score,30.200 percent,"50.240 discharges / 1,000 Medicare enrollees",19.700 percent,45,69,35,73,76,46,87,75.000 stores and markets,1.000 libraries,0.000 parks,79606.000 jobs + people / sq. mi.,99743.000 jobs,"223.000 crimes / 10,000 people",0.642 diversity score (0-1 scale),68778.000 jobs,26.900 percent,0.933 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.862 fatal crashes,264.000 buses and trains,8410.000 dollars,25.000 miles per hour,0.880 trips
40.7465004,"Chelsea, New York, NY",-74.00137370000002,82,108993,25,10,7,11,10,2,14,1195,100.000 percent,0.155 institutions,8.641 organizations,0.979 involvement index,4.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,98.400 percent,0.000 priority score,20.000 percent,"36.662 discharges / 1,000 Medicare enrollees",12.600 percent,63,58,72,37,94,16,96,48.000 stores and markets,1.000 libraries,13.000 parks,114578.000 jobs + people / sq. mi.,435830.000 jobs,"222.000 crimes / 10,000 people",0.957 diversity score (0-1 scale),261368.000 jobs,12.700 percent,0.737 relative diversity,80.600 percent,0.599 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.779 fatal crashes,289.000 buses and trains,7524.000 dollars,29.740 miles per hour,1.800 trips
40.6896834,"Clinton Hill, New York, NY",-73.9661144,80,52279,26,9,17,1,10,33,22,1145,43.300 percent,0.127 institutions,3.892 organizations,0.979 involvement index,0.000 days,6.100 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.800 percent,19.000 priority score,23.100 percent,"50.240 discharges / 1,000 Medicare enrollees",12.600 percent,39,69,46,43,93,27,90,42.000 stores and markets,1.000 libraries,1.000 parks,67724.000 jobs + people / sq. mi.,305970.000 jobs,"223.000 crimes / 10,000 people",0.902 diversity score (0-1 scale),115628.000 jobs,0.000 percent,0.632 relative diversity,80.600 percent,0.517 coefficient,0.774 jobs / worker,93.300 percent,32.996 hours,2.809 fatal crashes,314.000 buses and trains,8398.000 dollars,28.770 miles per hour,1.410 trips
